CÓDIGO,AÑO DE INGRESO,REGIÓN,DEPARTAMENTO,DISTRITO,SEXO,EDAD,ESTUDIOS ALCANZADOS,OCUPACIÓN,CARRERA PROFESIONAL O TÉCNICA
MCC-2022-0897,2022,LA LIBERTAD,TRUJILLO,TRUJILLO,M,29,LICENCIADO/BACHILLER,LABORANDO,DERECHO
MCC-2022-0898,2022,LA LIBERTAD,TRUJILLO,TRUJILLO,F,34,LICENCIADO/BACHILLER,LABORANDO,DERECHO
MCC-2022-0899,2022,LA LIBERTAD,TRUJILLO,TRUJILLO,M,39,ESTUDIANTE PREGRADO,LABORANDO,DERECHO
MCC-2022-0900,2022,LA LIBERTAD,TRUJILLO,TRUJILLO,F,43,LICENCIADO/BACHILLER,DESEMPLEADO,ADMINISTRACION
MCC-2022-0901,2022,LA LIBERTAD,TRUJILLO,TRUJILLO,F,23,ESTUDIANTE PREGRADO,ESTUDIANTE,DERECHO
MCC-2022-0902,2022,LA LIBERTAD,TRUJILLO,TRUJILLO,M,21,ESTUDIANTE PREGRADO,PRACTICANTE,INGENIERIA CIVIL
MCC-2022-0903,2022,LA LIBERTAD,TRUJILLO,TRUJILLO,M,53,MAESTRIA,LABORANDO,ECONOMIA
MCC-2022-0904,2022,LA LIBERTAD,TRUJILLO,TRUJILLO,M,22,ESTUDIANTE PREGRADO,ESTUDIANTE,INGENIERIA INDUSTRIAL
MCC-2022-0905,2022,LA LIBERTAD,TRUJILLO,TRUJILLO,M,26,LICENCIADO/BACHILLER,LABORANDO,INGENIERIA CIVIL
MCC-2022-0906,2022,LA LIBERTAD,TRUJILLO,TRUJILLO,M,44,ESTUDIANTE PREGRADO,LABORANDO,DERECHO
MCC-2022-0907,2022,LA LIBERTAD,TRUJILLO,TRUJILLO,M,31,LICENCIADO/BACHILLER,LABORANDO,NO INFORMO
MCC-2022-0908,2022,LA LIBERTAD,TRUJILLO,TRUJILLO,M,31,LICENCIADO/BACHILLER,DESEMPLEADO,DERECHO
MCC-2022-0909,2022,LA LIBERTAD,TRUJILLO,TRUJILLO,M,40,MAESTRIA,LABORANDO,NO INFORMO
MCC-2022-0910,2022,LA LIBERTAD,TRUJILLO,TRUJILLO,M,26,LICENCIADO/BACHILLER,LABORANDO,NO INFORMO
MCC-2022-0911,2022,LA LIBERTAD,TRUJILLO,VICTOR LARCO HERRERA,M,21,ESTUDIANTE PREGRADO,ESTUDIANTE,INGENIERIA INDUSTRIAL
MCC-2022-0912,2022,LA LIBERTAD,TRUJILLO,VICTOR LARCO HERRERA,M,28,LICENCIADO/BACHILLER,ESTUDIANTE,DERECHO
MCC-2022-0913,2022,LA LIBERTAD,TRUJILLO,VICTOR LARCO HERRERA,F,19,ESTUDIANTE PREGRADO,ESTUDIANTE,NO INFORMO
MCC-2022-0914,2022,LA LIBERTAD,TRUJILLO,VICTOR LARCO HERRERA,M,53,LICENCIADO/BACHILLER,DESEMPLEADO,INGENIERIA INDUSTRIAL
MCC-2022-0915,2022,LA LIBERTAD,TRUJILLO,VICTOR LARCO HERRERA,F,35,ESTUDIANTE PREGRADO,ESTUDIANTE,DERECHO
MCC-2022-0916,2022,LA LIBERTAD,TRUJILLO,VICTOR LARCO HERRERA,F,28,LICENCIADO/BACHILLER,LABORANDO,INGENIERIA CIVIL
MCC-2022-0917,2022,LA LIBERTAD,TRUJILLO,VICTOR LARCO HERRERA,F,22,ESTUDIANTE PREGRADO,ESTUDIANTE,INGENIERIA INDUSTRIAL
MCC-2022-0918,2022,LA LIBERTAD,VIRU,VIRU,M,30,LICENCIADO/BACHILLER,PRACTICANTE,NO INFORMO
MCC-2018-0801,2018,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,M,37,ESTUDIANTE PREGRADO,ESTUDIANTE,ADMINISTRACION
MCC-2018-0600,2018,LAMBAYEQUE,CHICLAYO,POMALCA,M,33,LICENCIADO/BACHILLER,LABORANDO,INGENIERIA AGRONOMA
MCC-2018-0608,2018,LAMBAYEQUE,CHICLAYO,CHICLAYO,F,28,LICENCIADO/BACHILLER,DESEMPLEADO,ADMINISTRACION
MCC-2018-0591,2018,LAMBAYEQUE,CHICLAYO,CHICLAYO,F,42,LICENCIADO/BACHILLER,LABORANDO,CONTABILIDAD
MCC-2018-0612,2018,LAMBAYEQUE,CHICLAYO,CHICLAYO,M,33,LICENCIADO/BACHILLER,LABORANDO,CONTABILIDAD
MCC-2018-0606,2018,LAMBAYEQUE,CHICLAYO,CHICLAYO,F,26,LICENCIADO/BACHILLER,CIENCIAS POLITICA,CIENCIAS POLITICAS
MCC-2018-0610,2018,LAMBAYEQUE,CHICLAYO,CHICLAYO,F,28,LICENCIADO/BACHILLER,DESEMPLEADO,CIENCIAS SOCIALES
MCC-2018-0614,2018,LAMBAYEQUE,CHICLAYO,REQUE,F,27,LICENCIADO/BACHILLER,COMERCIO,ADMINISTRACION DE NEGOCIOS INTERNACIONALES
MCC-2018-0602,2018,LAMBAYEQUE,CHICLAYO,ETEN,M,30,LICENCIADO/BACHILLER,COMPUTACION E INFORMATICA,COMPUTACION E INFORMATICA
MCC-2018-0587,2018,LAMBAYEQUE,CHICLAYO,CHONGOYAPE,M,30,LICENCIADO/BACHILLER,COMPUTACION E INFORMATICA,COMPUTACION E INFORMATICA
MCC-2018-0598,2018,LAMBAYEQUE,CHICLAYO,ETEN,F,27,LICENCIADO/BACHILLER,CONTADOR,CONTABILIDAD
MCC-2018-0593,2018,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,F,34,MAESTRIA,LABORANDO,DERECHO
MCC-2018-0595,2018,LAMBAYEQUE,CHICLAYO,MONSEFU,F,30,LICENCIADO/BACHILLER,PRACTICANTE,DERECHO
MCC-2018-0617,2018,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,F,37,ESTUDIANTE PREGRADO,DESEMPLEADO,DERECHO
MCC-2018-0618,2018,LAMBAYEQUE,CHICLAYO,CHICLAYO,M,35,LICENCIADO/BACHILLER,ABOGADO,DERECHO
MCC-2018-0589,2018,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,M,25,LICENCIADO/BACHILLER,DESEMPLEADO,ECONOMIA
MCC-2018-0601,2018,LAMBAYEQUE,FERREÑAFE,FERREÑAFE,M,32,LICENCIADO/BACHILLER,DESEMPLEADO,ECONOMIA
MCC-2018-0034,2018,LAMBAYEQUE,CHICLAYO,LA VICTORIA,M,26,LICENCIADO/BACHILLER,DESEMPLEADO,ECONOMIA
MCC-2018-0594,2018,LAMBAYEQUE,CHICLAYO,SANTA ROSA,F,26,LICENCIADO/BACHILLER,LABORANDO,ECONOMIA
MCC-2018-0607,2018,LAMBAYEQUE,CHICLAYO,CHICLAYO,M,51,LICENCIADO/BACHILLER,LABORANDO,ECONOMIA
MCC-2018-0800,2018,LAMBAYEQUE,CHICLAYO,CHICLAYO,F,54,LICENCIADO/BACHILLER,DOCENCIA,EDUCACION
MCC-2018-0592,2018,LAMBAYEQUE,FERREÑAFE,PITIPO,F,22,LICENCIADO/BACHILLER,GUIA OFICIAL EN TURISMO,ADMINISTRACION DE TURISMO
MCC-2018-0605,2018,LAMBAYEQUE,CHICLAYO,CHONGOYAPE,M,32,LICENCIADO/BACHILLER,INGENIERIA,INGENIERIA AGRICOLA
MCC-2018-0620,2018,LAMBAYEQUE,CHICLAYO,ETEN,M,27,LICENCIADO/BACHILLER,INGENIERIA,INGENIERIA CIVIL
MCC-2018-0611,2018,LAMBAYEQUE,CHICLAYO,PIMENTEL,M,29,LICENCIADO/BACHILLER,INGENIERIA,INGENIERO ELECTRICISTA
MCC-2018-0588,2018,LAMBAYEQUE,CHICLAYO,CHICLAYO,M,33,ESTUDIANTE PREGRADO,DESEMPLEADO,INGENIERIA CIVIL
MCC-2018-0603,2018,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,M,34,LICENCIADO/BACHILLER,LABORANDO,INGENIERIA CIVIL
MCC-2018-0615,2018,LAMBAYEQUE,CHICLAYO,CHICLAYO,M,26,ESTUDIANTE PREGRADO,ESTUDIANTE,INGENIERIA CIVIL
MCC-2018-0802,2018,LAMBAYEQUE,CHICLAYO,LAGUNAS,F,27,ESTUDIANTE PREGRADO,ESTUDIANTE,INGENIERIA DE SISTEMAS E INFORMATICA
MCC-2018-0619,2018,LAMBAYEQUE,CHICLAYO,MONSEFU,F,30,LICENCIADO/BACHILLER,LABORANDO,NO INFORMO
MCC-2018-0586,2018,LAMBAYEQUE,LAMBAYEQUE,OLMOS,M,31,ESTUDIANTE PREGRADO,ESTUDIANTE,NO INFORMO
MCC-2018-0599,2018,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,F,43,ESTUDIANTE PREGRADO,ESTUDIANTE,NO INFORMO
MCC-2018-0616,2018,LAMBAYEQUE,CHICLAYO,PATAPO,M,28,ESTUDIANTE PREGRADO,ESTUDIANTE,NO INFORMO
MCC-2018-0590,2018,LAMBAYEQUE,CHICLAYO,CHICLAYO,M,29,LICENCIADO/BACHILLER,DESEMPLEADO,NO INFORMO
MCC-2019-1194,2019,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,M,24,LICENCIADO/BACHILLER,DESEMPLEADO,NO INFORMO
MCC-2019-1173,2019,LAMBAYEQUE,LAMBAYEQUE,TUCUME,F,34,LICENCIADO/BACHILLER,DESEMPLEADO,ADMINISTRACION
MCC-2019-1197,2019,LAMBAYEQUE,CHICLAYO,MONSEFU,F,28,ESTUDIANTE PREGRADO,LABORANDO,ADMINISTRACION
MCC-2019-1225,2019,LAMBAYEQUE,FERREÑAFE,PUEBLO NUEVO,F,22,LICENCIADO/BACHILLER,ESTUDIANTE,ADMINISTRACION
MCC-2019-1237,2019,LAMBAYEQUE,FERREÑAFE,FERREÑAFE,F,29,LICENCIADO/BACHILLER,ESTUDIANTE,ADMINISTRACION
MCC-2019-1174,2019,LAMBAYEQUE,CHICLAYO,LA VICTORIA,M,24,ESTUDIANTE PREGRADO,ESTUDIANTE,ADMINISTRACION
MCC-2019-1177,2019,LAMBAYEQUE,CHICLAYO,LA VICTORIA,F,26,ESTUDIANTE PREGRADO,ESTUDIANTE,ADMINISTRACION
MCC-2019-0564,2019,LAMBAYEQUE,CHICLAYO,CHICLAYO,M,33,LICENCIADO/BACHILLER,DESEMPLEADO,ADMINISTRACION
MCC-2019-1166,2019,LAMBAYEQUE,LAMBAYEQUE,CHOCHOPE,F,29,LICENCIADO/BACHILLER,ESTUDIANTE,ADMINISTRACION
MCC-2019-1236,2019,LAMBAYEQUE,FERREÑAFE,FERREÑAFE,F,22,LICENCIADO/BACHILLER,ESTUDIANTE,ADMINISTRACION
MCC-2019-1234,2019,LAMBAYEQUE,FERREÑAFE,FERREÑAFE,F,29,ESTUDIANTE PREGRADO,DESEMPLEADO,INGENIERIA AGRONOMA
MCC-2019-1146,2019,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,M,33,ESTUDIANTE PREGRADO,ESTUDIANTE,ARQUITECTURA
MCC-2019-1147,2019,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,F,24,ESTUDIANTE PREGRADO,ESTUDIANTE,ARQUITECTURA
MCC-2019-1204,2019,LAMBAYEQUE,CHICLAYO,CHICLAYO,F,26,LICENCIADO/BACHILLER,INDEPENDIENTE,ARQUITECTURA
MCC-2019-1206,2019,LAMBAYEQUE,CHICLAYO,CHICLAYO,M,28,ESTUDIANTE PREGRADO,ESTUDIANTE,ARQUITECTURA
MCC-2019-1218,2019,LAMBAYEQUE,FERREÑAFE,FERREÑAFE,F,31,LICENCIADO/BACHILLER,LABORANDO,ARQUITECTURA
MCC-2019-1164,2019,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,F,28,ESTUDIANTE PREGRADO,ESTUDIANTE,CIENCIAS POLITICAS
MCC-2019-1165,2019,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,F,25,ESTUDIANTE PREGRADO,ESTUDIANTE,CIENCIAS POLITICAS
MCC-2019-1140,2019,LAMBAYEQUE,CHICLAYO,CHICLAYO,M,36,ESTUDIANTE PREGRADO,LABORANDO,ADMINISTRACION
MCC-2019-1141,2019,LAMBAYEQUE,CHICLAYO,PIMENTEL,M,25,ESTUDIANTE PREGRADO,ESTUDIANTE,ADMINISTRACION
MCC-2019-1148,2019,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,F,43,LICENCIADO/BACHILLER,LABORANDO,ADMINISTRACION
MCC-2019-1154,2019,LAMBAYEQUE,CHICLAYO,PATAPO,F,25,ESTUDIANTE PREGRADO,LABORANDO,ADMINISTRACION
MCC-2019-1158,2019,LAMBAYEQUE,CHICLAYO,PIMENTEL,M,28,LICENCIADO/BACHILLER,LABORANDO,ADMINISTRACION
MCC-2019-1170,2019,LAMBAYEQUE,CHICLAYO,SANTA ROSA,M,29,LICENCIADO/BACHILLER,DESEMPLEADO,ADMINISTRACION
MCC-2019-1187,2019,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,F,27,LICENCIADO/BACHILLER,LABORANDO,ADMINISTRACION
MCC-2019-1190,2019,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,M,33,ESTUDIANTE PREGRADO,DESEMPLEADO,ADMINISTRACION
MCC-2019-1193,2019,LAMBAYEQUE,CHICLAYO,CHICLAYO,F,36,MAESTRIA,DESEMPLEADO,ADMINISTRACION
MCC-2019-1216,2019,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,F,26,LICENCIADO/BACHILLER,LABORANDO,ADMINISTRACION
MCC-2019-1230,2019,LAMBAYEQUE,CHICLAYO,CHICLAYO,F,26,LICENCIADO/BACHILLER,DESEMPLEADO,ADMINISTRACION
MCC-2019-1156,2019,LAMBAYEQUE,CHICLAYO,TUMAN,F,39,LICENCIADO/BACHILLER,DESEMPLEADO,CONTABILIDAD
MCC-2019-1162,2019,LAMBAYEQUE,CHICLAYO,CHICLAYO,M,36,ESTUDIANTE PREGRADO,LABORANDO,CONTABILIDAD
MCC-2019-1180,2019,LAMBAYEQUE,CHICLAYO,OYOTUN,F,48,MAESTRIA,LABORANDO,CONTABILIDAD
MCC-2019-1198,2019,LAMBAYEQUE,LAMBAYEQUE,TUCUME,F,22,ESTUDIANTE PREGRADO,PRACTICANTE,CONTABILIDAD
MCC-2019-1235,2019,LAMBAYEQUE,FERREÑAFE,FERREÑAFE,F,20,ESTUDIANTE PREGRADO,LABORANDO,CONTABILIDAD
MCC-2019-1172,2019,LAMBAYEQUE,CHICLAYO,ETEN,F,26,LICENCIADO/BACHILLER,LABORANDO,CIENCIAS DE LA COMUNICACION
MCC-2019-1175,2019,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,M,48,LICENCIADO/BACHILLER,CIENCIAS DE LA COMUNICACION,CIENCIAS DE LA COMUNICACION
MCC-2019-1179,2019,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,F,31,LICENCIADO/BACHILLER,LABORANDO,CIENCIAS SOCIALES
MCC-2019-1184,2019,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,F,23,ESTUDIANTE PREGRADO,PRACTICANTE,CIENCIAS SOCIALES
MCC-2019-1213,2019,LAMBAYEQUE,FERREÑAFE,FERREÑAFE,F,21,LICENCIADO/BACHILLER,ESTUDIANTE,COMPUTACION E INFORMATICA
MCC-2019-1195,2019,LAMBAYEQUE,CHICLAYO,CHICLAYO,M,27,LICENCIADO/BACHILLER,LABORANDO,COMPUTACION E INFORMATICA
MCC-2019-1207,2019,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,M,61,ESTUDIANTE PREGRADO,CIENCIAS DE LA COMUNICACION,CIENCIAS DE LA COMUNICACION
MCC-2019-1233,2019,LAMBAYEQUE,FERREÑAFE,PUEBLO NUEVO,M,33,LICENCIADO/BACHILLER,ESTUDIANTE,CONSTRUCCION CIVIL
MCC-2019-1239,2019,LAMBAYEQUE,CHICLAYO,CHICLAYO,M,23,LICENCIADO/BACHILLER,ESTUDIANTE,CONSTRUCCION CIVIL
MCC-2019-1144,2019,LAMBAYEQUE,CHICLAYO,LAGUNAS,F,27,ESTUDIANTE PREGRADO,ESTUDIANTE,CONTABILIDAD
MCC-2019-1145,2019,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,M,67,LICENCIADO/BACHILLER,DOCENCIA,CONTABILIDAD
MCC-2019-1149,2019,LAMBAYEQUE,CHICLAYO,PIMENTEL,M,36,ESTUDIANTE PREGRADO,ESTUDIANTE,CONTABILIDAD
MCC-2019-1182,2019,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,M,42,LICENCIADO/BACHILLER,CONTADOR,CONTABILIDAD
MCC-2019-1183,2019,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,F,24,LICENCIADO/BACHILLER,ASISTENTE,CONTABILIDAD
MCC-2019-1214,2019,LAMBAYEQUE,FERREÑAFE,FERREÑAFE,F,26,LICENCIADO/BACHILLER,ESTUDIANTE,CONTABILIDAD
MCC-2019-1220,2019,LAMBAYEQUE,FERREÑAFE,FERREÑAFE,M,24,LICENCIADO/BACHILLER,ESTUDIANTE,CONTABILIDAD
MCC-2019-1866,2019,LAMBAYEQUE,CHICLAYO,CHICLAYO,F,36,LICENCIADO/BACHILLER,CONTADOR,CONTABILIDAD
MCC-2019-1232,2019,LAMBAYEQUE,FERREÑAFE,FERREÑAFE,F,20,LICENCIADO/BACHILLER,ESTUDIANTE,CONTABILIDAD
MCC-2019-1139,2019,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,F,31,ESTUDIANTE PREGRADO,LABORANDO,DERECHO
MCC-2019-1155,2019,LAMBAYEQUE,CHICLAYO,TUMAN,F,30,LICENCIADO/BACHILLER,LABORANDO,DERECHO
MCC-2019-1157,2019,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,M,31,ESTUDIANTE PREGRADO,ESTUDIANTE,DERECHO
MCC-2019-1168,2019,LAMBAYEQUE,LAMBAYEQUE,SAN JOSE,M,30,ESTUDIANTE PREGRADO,ESTUDIANTE,DERECHO
MCC-2019-1188,2019,LAMBAYEQUE,LAMBAYEQUE,MORROPE,F,30,LICENCIADO/BACHILLER,DESEMPLEADO,DERECHO
MCC-2019-1196,2019,LAMBAYEQUE,CHICLAYO,LA VICTORIA,F,27,LICENCIADO/BACHILLER,LABORANDO,DERECHO
MCC-2019-1150,2019,LAMBAYEQUE,CHICLAYO,PIMENTEL,F,25,ESTUDIANTE PREGRADO,ESTUDIANTE,ECONOMIA
MCC-2019-1151,2019,LAMBAYEQUE,CHICLAYO,CHICLAYO,F,27,ESTUDIANTE PREGRADO,ESTUDIANTE,ECONOMIA
MCC-2019-1178,2019,LAMBAYEQUE,CHICLAYO,LA VICTORIA,M,21,ESTUDIANTE PREGRADO,ESTUDIANTE,ECONOMIA
MCC-2019-1200,2019,LAMBAYEQUE,CHICLAYO,PICSI,F,32,LICENCIADO/BACHILLER,INDEPENDIENTE,ECONOMIA
MCC-2019-1202,2019,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,F,32,LICENCIADO/BACHILLER,INDEPENDIENTE,ECONOMIA
MCC-2019-1163,2019,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,M,25,ESTUDIANTE PREGRADO,ESTUDIANTE,ECONOMIA
MCC-2019-1223,2019,LAMBAYEQUE,FERREÑAFE,FERREÑAFE,M,21,LICENCIADO/BACHILLER,ESTUDIANTE,ENFERMERIA
MCC-2019-1205,2019,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,M,45,LICENCIADO/BACHILLER,INDEPENDIENTE,ESTADISTICA E INFORMATICA
MCC-2019-0121,2019,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,F,22,ESTUDIANTE PREGRADO,ESTUDIANTE,ESTUDIANTE
MCC-2019-1222,2019,LAMBAYEQUE,FERREÑAFE,FERREÑAFE,F,21,LICENCIADO/BACHILLER,ESTUDIANTE,INGENIERA EN INDUSTRIAS ALIMENTARIAS
MCC-2019-1231,2019,LAMBAYEQUE,FERREÑAFE,FERREÑAFE,F,22,LICENCIADO/BACHILLER,ESTUDIANTE,INGENIERA EN INDUSTRIAS ALIMENTARIAS
MCC-2019-1199,2019,LAMBAYEQUE,CHICLAYO,CHICLAYO,F,35,LICENCIADO/BACHILLER,INDEPENDIENTE,INGENIERIA AGRONOMA
MCC-2019-1219,2019,LAMBAYEQUE,FERREÑAFE,MANUEL ANTONIO MESONES MURO,F,28,ESTUDIANTE PREGRADO,ESTUDIANTE,INGENIERIA CIVIL
MCC-2019-1226,2019,LAMBAYEQUE,FERREÑAFE,PUEBLO NUEVO,F,25,ESTUDIANTE PREGRADO,ESTUDIANTE,INGENIERIA CIVIL
MCC-2019-1203,2019,LAMBAYEQUE,LAMBAYEQUE,MORROPE,M,26,ESTUDIANTE PREGRADO,ESTUDIANTE,INGENIERIA INDUSTRIAL
MCC-2019-1208,2019,LAMBAYEQUE,CHICLAYO,TUMAN,M,27,ESTUDIANTE PREGRADO,ESTUDIANTE,INGENIERA EN INDUSTRIAS ALIMENTARIAS
MCC-2019-1212,2019,LAMBAYEQUE,CHICLAYO,MONSEFU,M,65,ESTUDIANTE PREGRADO,ESTUDIANTE,INGENIERIA ZOOTECNICA
MCC-2019-1176,2019,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,M,27,LICENCIADO/BACHILLER,ASISTENTE,INGENIERIA AGRICOLA
MCC-2019-1142,2019,LAMBAYEQUE,CHICLAYO,ETEN,F,29,LICENCIADO/BACHILLER,INGENIERIA,INGENIERIA CIVIL
MCC-2019-1143,2019,LAMBAYEQUE,CHICLAYO,ETEN,M,26,ESTUDIANTE PREGRADO,ESTUDIANTE,INGENIERIA CIVIL
MCC-2019-1153,2019,LAMBAYEQUE,CHICLAYO,TUMAN,M,26,LICENCIADO/BACHILLER,LABORANDO,INGENIERIA CIVIL
MCC-2019-1185,2019,LAMBAYEQUE,CHICLAYO,ETEN,M,26,ESTUDIANTE PREGRADO,ESTUDIANTE,INGENIERIA CIVIL
MCC-2019-1167,2019,LAMBAYEQUE,CHICLAYO,ETEN,M,27,LICENCIADO/BACHILLER,ESTUDIANTE,INGENIERIA DE SISTEMAS E INFORMATICA
MCC-2019-1161,2019,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,F,25,ESTUDIANTE PREGRADO,ESTUDIANTE,INGENIERIA INDUSTRIAL
MCC-2019-1221,2019,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,M,35,LICENCIADO/BACHILLER,LABORANDO,INGENIERIA INDUSTRIAL
MCC-2019-1160,2019,LAMBAYEQUE,LAMBAYEQUE,MORROPE,M,32,LICENCIADO/BACHILLER,PRACTICANTE,INGENIERO MECANICO ELECTRICO
MCC-2019-1215,2019,LAMBAYEQUE,FERREÑAFE,PUEBLO NUEVO,M,23,LICENCIADO/BACHILLER,ESTUDIANTE,MECANICA AUTOMOTRIZ
MCC-2019-1224,2019,LAMBAYEQUE,FERREÑAFE,FERREÑAFE,M,21,LICENCIADO/BACHILLER,ESTUDIANTE,MECANICA AUTOMOTRIZ
MCC-2019-1238,2019,LAMBAYEQUE,FERREÑAFE,PITIPO,M,22,LICENCIADO/BACHILLER,ESTUDIANTE,MECANICA AUTOMOTRIZ
MCC-2019-1217,2019,LAMBAYEQUE,FERREÑAFE,FERREÑAFE,M,22,LICENCIADO/BACHILLER,ESTUDIANTE,INGENIERO MECANICO ELECTRICO
MCC-2019-1227,2019,LAMBAYEQUE,FERREÑAFE,FERREÑAFE,M,22,LICENCIADO/BACHILLER,ESTUDIANTE,INGENIERO MECANICO ELECTRICO
MCC-2019-1228,2019,LAMBAYEQUE,LAMBAYEQUE,OLMOS,M,35,ESTUDIANTE PREGRADO,LABORANDO,TOPOGRAFIA
MCC-2019-1191,2019,LAMBAYEQUE,CHICLAYO,CHICLAYO,F,29,LICENCIADO/BACHILLER,DESEMPLEADO,ADMINISTRACION DE NEGOCIOS INTERNACIONALES
MCC-2019-1189,2019,LAMBAYEQUE,FERREÑAFE,MANUEL ANTONIO MESONES MURO,M,40,SECUNDARIA,CARPINTERO,NO INFORMO
MCC-2019-1169,2019,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,M,27,ESTUDIANTE PREGRADO,ESTUDIANTE,NO INFORMO
MCC-2019-1181,2019,LAMBAYEQUE,CHICLAYO,SANTA ROSA,F,28,LICENCIADO/BACHILLER,LABORANDO,NO INFORMO
MCC-2019-1152,2019,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,F,29,LICENCIADO/BACHILLER,DESEMPLEADO,NO INFORMO
MCC-2019-1171,2019,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,F,26,LICENCIADO/BACHILLER,LABORANDO,NO INFORMO
MCC-2019-1209,2019,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,F,30,LICENCIADO/BACHILLER,DESEMPLEADO,NO INFORMO
MCC-2019-1211,2019,LAMBAYEQUE,FERREÑAFE,FERREÑAFE,F,21,ESTUDIANTE PREGRADO,PRACTICANTE,NO INFORMO
MCC-2019-1229,2019,LAMBAYEQUE,CHICLAYO,LA VICTORIA,M,39,LICENCIADO/BACHILLER,CIENCIAS DE LA COMUNICACION,PERIODISMO
MCC-2019-1210,2019,LAMBAYEQUE,FERREÑAFE,INCAHUASI,M,23,LICENCIADO/BACHILLER,ESTUDIANTE,TECNICO AGROPECUARIO
MCC-2020-4175,2020,LAMBAYEQUE,CHICLAYO,CHICLAYO,M,47,LICENCIADO/BACHILLER,LABORANDO,NO INFORMO
MCC-2020-4213,2020,LAMBAYEQUE,CHICLAYO,REQUE,M,48,LICENCIADO/BACHILLER,LABORANDO,ARQUITECTURA
MCC-2020-4193,2020,LAMBAYEQUE,CHICLAYO,LA VICTORIA,M,35,LICENCIADO/BACHILLER,LABORANDO,NO INFORMO
MCC-2020-1964,2020,LAMBAYEQUE,CHICLAYO,CHICLAYO,M,29,LICENCIADO/BACHILLER,LABORANDO,INGENIERIA CIVIL
MCC-2020-4098,2020,LAMBAYEQUE,CHICLAYO,PIMENTEL,M,26,ESTUDIANTE PREGRADO,DESEMPLEADO,NO INFORMO
MCC-2020-4266,2020,LAMBAYEQUE,FERREÑAFE,FERREÑAFE,F,32,MAESTRIA,LABORANDO,CONTABILIDAD
MCC-2020-4184,2020,LAMBAYEQUE,CHICLAYO,CHICLAYO,F,24,ESTUDIANTE PREGRADO,ESTUDIANTE,DERECHO
MCC-2020-4286,2020,LAMBAYEQUE,CHICLAYO,LA VICTORIA,F,25,ESTUDIANTE PREGRADO,ESTUDIANTE,COMPUTACION E INFORMATICA
MCC-2020-4080,2020,LAMBAYEQUE,CHICLAYO,CHICLAYO,F,33,LICENCIADO/BACHILLER,ABOGADO,DERECHO
MCC-2020-4089,2020,LAMBAYEQUE,CHICLAYO,CHICLAYO,F,34,LICENCIADO/BACHILLER,INDEPENDIENTE,DERECHO
MCC-2020-4133,2020,LAMBAYEQUE,CHICLAYO,CHICLAYO,M,40,LICENCIADO/BACHILLER,ASESOR,DERECHO
MCC-2020-4143,2020,LAMBAYEQUE,CHICLAYO,CHICLAYO,M,43,LICENCIADO/BACHILLER,ABOGADO,DERECHO
MCC-2020-4228,2020,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,M,34,LICENCIADO/BACHILLER,INGENIERIA,DERECHO
MCC-2020-4291,2020,LAMBAYEQUE,CHICLAYO,LA VICTORIA,M,52,LICENCIADO/BACHILLER,ABOGADO,DERECHO
